companyid,companyname,ticker,price,p_l,p_vp,p_ebit,p_ativo,ev_ebit,margembruta,margemebit,margemliquida,p_sr,p_capitalgiro,p_ativocirculante,giroativos,roe,roa,roic,dividaliquidapatrimonioliquido,dividaliquidaebit,pl_ativo,passivo_ativo,liquidezcorrente,peg_ratio,receitas_cagr5,liquidezmediadiaria,vpa,lpa,valormercado,segmentid,sectorid,subsectorid,subsectorname,segmentname,sectorname,dy,lucros_cagr5
423,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,AALR3,5.1,-9.65,0.73,6.62,0.26,9.72,26.83,9.47,-6.49,0.63,177.69,-0.35,0.41,-7.54,-2.66,5.63,0.34,3.1,0.35,0.64,1.01,0.19,2.55,246312.48,7.0,-0.53,777033358.2,80,7,39,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,Saúde,,
327,BCO ABC BRASIL S.A.,ABCB4,25.3,6.38,0.92,5.24,0.1,5.24,20.09,11.47,9.4,0.6,-2.45,-0.1,0.17,14.47,1.59,,,,0.11,0.89,0.24,0.19,35.11,12524004.71,27.39,3.96,6189818482.1,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,7.69,14.28
297,AMBEV S.A.,ABEV3,13.72,13.48,2.35,9.04,1.54,8.33,51.77,26.45,17.73,2.39,40.32,-2.19,0.64,17.43,11.39,20.93,-0.18,-0.71,0.65,0.34,1.15,0.9,11.2,447567029.0,5.84,1.02,216249683732.32,46,3,18,Bebidas,Cervejas e Refrigerantes,Consumo não Cíclico,8.12,6.36
422,ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.,ADHM3,1.56,-4.09,-1.29,-5.69,105.12,-5.69,100.0,-13548.48,-18860.61,770.9,-1.43,-116.16,0.14,-31.47,-2571.9,22.61,,0.0,-81.72,82.72,0.0,-0.58,,,-1.21,-0.38,25439770.2,80,7,39,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,Saúde,,
649,AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,3.24,-0.16,-0.97,-0.2,0.1,-1.94,1.74,-117.42,-147.83,0.24,0.98,-0.17,0.43,-598.24,-63.76,-66.03,,-1.74,-0.11,1.11,1.39,0.0,12.7,374505.33,-3.35,-20.06,201269435.04,8,1,3,Máquinas e Equipamentos,Máq. e Equip. Industriais,Bens Industriais,,
759,AES BRASIL ENERGIA S.A.,AESB3,8.12,-14.7,1.8,7.98,0.38,18.28,27.47,23.7,-12.86,1.89,-50.54,-0.46,0.2,-12.23,-2.6,4.83,2.32,10.3,0.21,0.73,0.95,-0.19,,13684494.0,4.52,-0.55,7663439293.44,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,
445,AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A,AFLT3,7.6,13.75,1.88,9.58,1.27,9.36,67.69,61.47,42.8,5.89,6.09,-1.87,0.22,13.65,9.25,13.92,-0.04,-0.21,0.68,0.32,2.9,0.25,17.36,4269.18,4.05,0.55,479443720.0,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,4.51,6.66
280,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,AGRO3,20.07,-86.91,0.95,30.44,0.54,47.45,19.34,6.62,-2.32,2.01,3.97,-0.78,0.27,-1.09,-0.62,-0.36,0.53,17.01,0.57,0.43,1.79,0.8,10.7,3543676.86,21.21,-0.23,2060856721.08,42,3,16,Agropecuária,Agricultura,Consumo não Cíclico,3.75,
790,AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,4.43,0.06,-0.41,0.11,0.03,1.47,-1.14,39.74,70.06,0.04,0.15,-0.06,0.79,-661.54,55.38,83.66,,1.36,-0.08,1.08,2.19,0.0,24.29,82404.52,-10.93,72.3,75175199.53,42,3,16,Agropecuária,Agricultura,Consumo não Cíclico,,123.15
278,SAO PAULO TURISMO S.A.,AHEB3,23.0,2.38,0.77,2.64,0.33,1.67,19.91,11.04,12.25,0.29,1.32,-0.58,1.14,32.19,13.95,27.08,-0.3,-1.03,0.43,0.57,2.46,-0.06,44.62,4086.2,30.0,9.66,200862106.0,40,2,15,Viagens e Lazer,Produção de Eventos e Shows,Consumo Cíclico,,
278,SAO PAULO TURISMO S.A.,AHEB5,58.0,6.01,1.93,6.67,0.84,1.67,19.91,11.04,12.25,0.74,3.33,-1.45,1.14,32.19,13.95,27.08,-0.3,-1.03,0.43,0.57,2.46,-0.14,44.62,0.0,30.0,9.66,200862106.0,40,2,15,Viagens e Lazer,Produção de Eventos e Shows,Consumo Cíclico,,
278,SAO PAULO TURISMO S.A.,AHEB6,55.0,5.7,1.83,6.32,0.79,1.67,19.91,11.04,12.25,0.7,3.15,-1.38,1.14,32.19,13.95,27.08,-0.3,-1.03,0.43,0.57,2.46,-0.13,44.62,5500.0,30.0,9.66,200862106.0,40,2,15,Viagens e Lazer,Produção de Eventos e Shows,Consumo Cíclico,,
760,ALLIED TECNOLOGIA S.A.,ALLD3,8.3,2.23,0.47,1.57,0.21,1.25,11.57,9.29,6.55,0.15,0.63,-0.81,1.43,20.88,9.36,17.18,-0.09,-0.32,0.45,0.55,1.81,0.02,8.27,2838830.24,17.82,3.72,787926677.5,20,2,8,Comércio,Eletrodomésticos,Consumo Cíclico,8.89,28.55
315,ALLOS S.A,ALOS3,28.28,19.0,1.06,8.98,0.54,7.15,75.35,56.25,26.6,5.05,5.59,-0.63,0.11,5.59,2.85,10.65,-0.22,-1.83,0.51,0.46,3.06,-9.85,29.82,215348250.62,26.62,1.49,14258519981.16,51,4,22,Exploração de Imóveis,Exploração de Imóveis,Financeiro e Outros,5.6,102.53
488,ALPARGATAS S.A.,ALPA3,10.92,19.96,1.73,19.16,1.2,18.95,47.89,8.78,8.43,1.68,4.08,-2.4,0.71,8.69,5.99,7.82,-0.09,-0.99,0.69,0.31,2.4,-0.16,2.05,122447.57,6.3,0.55,7757929297.95,32,2,13,Tecidos. Vestuário e Calçados,Calçados,Consumo Cíclico,5.39,6.4
488,ALPARGATAS S.A.,ALPA4,11.79,21.55,1.87,20.69,1.29,18.95,47.89,8.78,8.43,1.82,4.41,-2.59,0.71,8.69,5.99,7.82,-0.09,-0.99,0.69,0.31,2.4,-0.17,2.05,28051066.38,6.3,0.55,7757929297.95,32,2,13,Tecidos. Vestuário e Calçados,Calçados,Consumo Cíclico,5.49,6.4
588,ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,4.71,732.06,2.89,4.13,0.4,8.82,32.33,13.88,0.08,0.57,-8.75,-0.51,0.7,0.4,0.05,12.74,3.29,4.69,0.14,0.86,0.82,-6.87,7.96,732188.76,1.63,0.01,1032930002.43,12,1,5,Serviços,Serviços Diversos,Bens Industriais,,
446,ALUPAR INVESTIMENTO S/A,ALUP11,31.98,9.06,1.17,3.38,0.33,6.35,69.61,71.56,26.7,2.42,2.85,-0.42,0.14,12.93,3.7,10.81,1.03,2.97,0.29,0.61,2.55,0.54,-2.71,22273093.1,27.3,3.53,10541467206.66,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,4.03,5.5
446,ALUPAR INVESTIMENTO S/A,ALUP3,12.18,10.35,1.34,3.86,0.38,6.35,69.61,71.56,26.7,2.76,3.26,-0.47,0.14,12.93,3.7,10.81,1.03,2.97,0.29,0.61,2.55,0.62,-2.71,95092.24,9.1,1.18,10541467206.66,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,3.53,5.5
446,ALUPAR INVESTIMENTO S/A,ALUP4,10.25,8.71,1.13,3.25,0.32,6.35,69.61,71.56,26.7,2.33,2.74,-0.4,0.14,12.93,3.7,10.81,1.03,2.97,0.29,0.61,2.55,0.52,-2.71,131369.71,9.1,1.18,10541467206.66,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,4.2,5.5
225,MARISA LOJAS S.A.,AMAR3,1.0,31.91,1.74,2.04,0.24,5.23,52.44,16.87,1.08,0.34,-1.94,-0.34,0.7,5.45,0.76,21.48,2.72,3.19,0.14,0.86,0.7,-0.31,-13.55,127428.43,0.58,0.03,513456043.0,22,2,8,Comércio,Tecidos. Vestuário e Calçados,Consumo Cíclico,,
613,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,0.28,-1.82,0.43,0.37,0.03,5.43,18.22,17.36,-3.54,0.06,0.1,-0.05,0.43,-23.47,-1.52,8.91,5.81,5.06,0.06,0.87,2.72,0.1,67.64,5228340.62,0.65,-0.15,467717233.2,84,10,43,Água e Saneamento,Água e Saneamento,Utilidade Pública,,
218,AMERICANAS S.A,AMER3,5.35,-1.32,0.23,-3.14,0.07,-7.05,28.74,-2.45,-5.85,0.08,0.37,-0.12,0.86,-17.16,-5.03,-7.44,0.28,-3.91,0.29,0.71,1.63,0.01,16.22,14913244.29,23.66,-4.06,1071310739.3,21,2,8,Comércio,Produtos Diversos,Consumo Cíclico,,
1895,AUTOMOB PARTICIPAÇÕES,AMOB3,12.59,,,,,,3.6,-46.82,-57.58,,,,104.73,-2595.29,-6030.26,2660.36,,-0.01,-2.32,3.32,0.19,,,769450.67,,,0.0,75,6,35,Petróleo. Gás e Biocombustíveis,Equipamentos e Serviços,Petróleo. Gás e Biocombustíveis,,
250,ANIMA HOLDING S.A.,ANIM3,3.32,8.5,0.57,1.37,0.13,5.28,62.16,24.85,3.99,0.34,1.1,-0.18,0.39,6.7,1.56,11.61,1.63,3.91,0.23,0.71,1.92,-0.02,26.33,24996486.62,5.83,0.39,1340844432.6,26,2,10,Diversos,Serviços Educacionais,Consumo Cíclico,1.61,
491,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,APER3,46.75,-32.82,2.02,40.57,1.01,43.31,100.0,6.6,-8.16,2.68,115.28,-1.38,0.38,-6.15,-3.09,2.91,0.14,2.74,0.5,0.5,1.03,0.16,29.52,51166.0,23.16,-1.42,953269946.75,58,4,26,Previdência e Seguros,Corretoras de Seguros,Financeiro e Outros,,
282,SIDERURGICA J. L. ALIPERTI S.A.,APTI3,197.64,0.12,0.01,0.22,0.01,0.8,100.11,45.32,81.09,0.1,0.02,-0.01,0.07,10.94,5.92,3.06,-0.09,-1.42,0.54,0.46,10.57,0.0,-2.98,,14822.32,1621.94,37417457.4,42,3,16,Agropecuária,Agricultura,Consumo não Cíclico,,
282,SIDERURGICA J. L. ALIPERTI S.A.,APTI4,2930.92,1.81,0.2,3.23,0.11,0.8,100.11,45.32,81.09,1.47,0.25,-0.2,0.07,10.94,5.92,3.06,-0.09,-1.42,0.54,0.46,10.57,-0.04,-2.98,0.0,14822.32,1621.94,37417457.4,42,3,16,Agropecuária,Agricultura,Consumo não Cíclico,,
794,ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARML3,4.25,27.18,1.16,3.56,0.32,8.1,35.48,22.22,2.91,0.79,1.94,-0.45,0.4,4.26,1.17,10.45,1.47,4.53,0.27,0.72,2.21,-0.37,95.79,4410091.43,3.67,0.16,1472599912.25,8,1,3,Máquinas e Equipamentos,Máq. e Equip. Industriais,Bens Industriais,5.02,42.68
773,ARANDU Investimentos S.A,ARND3,0.98,10.38,0.47,-5.09,0.44,5.71,83.42,-44.59,21.86,2.27,0.48,-18.08,0.19,4.53,4.25,-10.9,-1.0,10.8,0.94,0.06,16.47,0.03,35.82,2866.14,2.08,0.09,138171969.88,82,8,41,Programas e Serviços,Programas e Serviços,Tecnologia da Informação,,
743,SENDAS DISTRIBUIDORA S.A.,ASAI3,7.26,10.7,1.72,2.38,0.22,5.24,16.75,5.39,1.2,0.13,5.97,-0.34,1.7,16.05,2.03,18.58,2.07,2.86,0.13,0.87,1.12,0.24,21.32,142484112.43,4.23,0.68,9826387857.0,47,3,19,Comércio e Distribuição,Alimentos,Consumo não Cíclico,1.48,-2.6
634,AURA MINERALS INC.,AURA33,99.9,-85.1,12.65,10.62,2.86,10.82,53.37,46.68,-5.82,4.96,21.06,-4.43,0.58,-14.87,-3.35,35.43,0.24,0.2,0.23,0.77,1.62,11.47,29.1,52465437.52,7.9,-1.17,21697837942.5,67,5,32,Mineração,Minerais Metálicos,Materiais Básicos,2.72,
899,AUREN ENERGIA S.A.,AURE3,11.94,-9.16,1.02,9.92,0.26,25.67,17.27,10.08,-10.91,1.0,6.15,-0.31,0.26,-11.15,-2.8,3.22,1.62,15.75,0.25,0.72,1.3,0.03,,47324351.95,11.69,-1.3,12541513009.56,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,0.48,
658,ALPHAVILLE S.A.,AVLL3,0.94,-1.54,-0.97,1.46,0.14,5.77,35.8,19.3,-18.25,0.28,-3.47,-0.22,0.49,-62.83,-8.86,21.49,,4.31,-0.14,1.11,0.91,0.05,32.82,24115.48,-0.97,-0.61,183610257.34,23,2,9,Construção Civil,Incorporações,Consumo Cíclico,,
448,CENTRAIS ELET BRAS S.A. - ELETROBRAS,AXIA3,49.88,-24.19,1.33,31.1,0.55,40.65,43.59,10.97,-14.1,3.41,5.8,-0.68,0.16,-5.5,-2.26,1.65,0.39,9.11,0.41,0.59,1.92,0.15,7.7,705014037.62,37.49,-2.06,147532369349.74,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,12.48,
448,CENTRAIS ELET BRAS S.A. - ELETROBRAS,AXIA5,79.0,-38.31,2.11,49.25,0.86,40.65,43.59,10.97,-14.1,5.4,9.19,-1.08,0.16,-5.5,-2.26,1.65,0.39,9.11,0.41,0.59,1.92,0.24,7.7,31051.0,37.49,-2.06,147532369349.74,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,8.44,
448,CENTRAIS ELET BRAS S.A. - ELETROBRAS,AXIA6,52.26,-25.34,1.39,32.58,0.57,40.65,43.59,10.97,-14.1,3.57,6.08,-0.71,0.16,-5.5,-2.26,1.65,0.39,9.11,0.41,0.59,1.92,0.16,7.7,118410983.9,37.49,-2.06,147532369349.74,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,13.1,
163,AZEVEDO E TRAVASSOS S.A.,AZEV3,0.23,-0.19,0.86,-0.28,0.13,-0.38,8.27,-181.96,-269.37,0.51,-1.17,-0.16,0.26,-453.29,-69.02,-250.88,0.36,-0.12,0.15,0.85,0.65,0.0,144.07,229894.43,0.27,-1.22,128518251.16,2,1,2,Construção e Engenharia,Construção Pesada,Bens Industriais,,
163,AZEVEDO E TRAVASSOS S.A.,AZEV4,0.21,-0.17,0.78,-0.26,0.12,-0.38,8.27,-181.96,-269.37,0.46,-1.07,-0.15,0.26,-453.29,-69.02,-250.88,0.36,-0.12,0.15,0.85,0.65,0.0,144.07,2525841.14,0.27,-1.22,128518251.16,2,1,2,Construção e Engenharia,Construção Pesada,Bens Industriais,,
2196,AZEVEDO & TRAVASSOS ENERGIA S.A,AZTE3,0.42,,,,,,,,,,,,,,,,,,,,,,,1061621.14,,,0.0,70,5,33,Químicos,Petroquímicos,Materiais Básicos,,
202,AZUL S.A.,AZUL4,0.81,0.16,-0.09,0.76,0.09,11.22,28.49,14.99,72.55,0.11,-0.13,-0.12,0.78,-57.23,56.77,32.52,,10.99,-0.99,1.99,0.27,0.0,11.28,22802637.21,-9.06,5.18,748785023.24,15,1,6,Transporte,Transporte Aéreo,Bens Industriais,,
221,AZZAS 2154 S.A.,AZZA3,24.46,6.71,0.61,7.33,0.33,10.7,54.57,5.76,6.3,0.42,1.55,-0.58,0.77,9.02,4.85,-1.84,0.28,3.38,0.54,0.46,1.9,0.16,37.92,90138731.19,40.43,3.65,5050740825.98,22,2,8,Comércio,Tecidos. Vestuário e Calçados,Consumo Cíclico,10.12,35.96
367,"B3 S.A. - BRASIL, BOLSA, BALCÃO",B3SA3,13.72,14.88,3.65,11.3,1.53,11.12,90.57,59.0,44.81,6.67,6.79,-2.4,0.23,24.55,10.26,9.47,-0.06,-0.18,0.42,0.58,2.62,1.18,12.34,573158544.76,3.76,0.92,72256380000.0,62,4,28,Serviços Financeiros Diversos,Serviços Financeiros Diversos,Financeiro e Outros,2.03,12.34
251,BAHEMA S.A.,BAHI3,4.51,-2.17,1.78,-8.63,0.27,-11.01,58.14,-4.01,-15.93,0.35,-1.16,-0.3,0.77,-82.07,-12.19,-9.74,0.49,-2.38,0.15,0.78,0.33,0.0,46.22,16499.0,2.53,-2.07,119021524.82,26,2,10,Diversos,Serviços Educacionais,Consumo Cíclico,,
421,BAUMER S.A.,BALM3,28.0,11.09,1.5,6.02,0.91,3.44,61.58,20.78,11.28,1.25,1.8,-3.6,0.73,13.52,8.23,19.28,-0.39,-1.56,0.61,0.39,3.12,0.45,5.42,9634.25,18.67,2.52,227801000.0,78,7,37,Equipamentos,Equipamentos,Saúde,16.57,31.66
421,BAUMER S.A.,BALM4,18.49,7.33,0.99,3.98,0.6,3.44,61.58,20.78,11.28,0.83,1.19,-2.38,0.73,13.52,8.23,19.28,-0.39,-1.56,0.61,0.39,3.12,0.3,5.42,160376.11,18.67,2.52,227801000.0,78,7,37,Equipamentos,Equipamentos,Saúde,25.09,31.66
292,EXCELSIOR ALIMENTOS S.A.,BAUH3,0.0,0.0,0.0,0.0,0.0,,24.64,7.97,10.25,0.0,0.0,0.0,1.33,19.75,13.66,13.47,-0.46,-3.0,0.69,0.31,1.93,0.0,6.53,,27.11,5.35,,45,3,17,Alimentos Processados,Carnes e Derivados,Consumo não Cíclico,,0.81
292,EXCELSIOR ALIMENTOS S.A.,BAUH4,93.48,17.46,3.45,22.44,2.38,,24.64,7.97,10.25,1.79,8.77,-5.48,1.33,19.75,13.66,13.47,-0.46,-3.0,0.69,0.31,1.93,1.47,6.53,43650.44,27.11,5.35,,45,3,17,Alimentos Processados,Carnes e Derivados,Consumo não Cíclico,1.32,0.81
329,BCO AMAZONIA S.A.,BAZA3,76.88,4.01,0.59,3.82,0.07,3.82,20.35,18.56,17.66,0.71,96.45,-0.07,0.1,14.74,1.78,,,,0.12,0.88,,-0.23,26.63,378200.1,129.92,19.15,4309763257.2,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,10.42,31.27
331,BCO BRASIL S.A.,BBAS3,21.85,7.87,0.69,21.92,0.05,21.92,32.84,1.87,5.2,0.41,2.2,-0.05,0.12,8.73,0.63,,,,0.07,0.93,7.39,-0.16,17.31,468249922.19,31.78,2.78,125218723774.0,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,5.41,-0.6
330,BCO BRADESCO S.A.,BBDC3,15.86,7.78,0.96,9.05,0.08,9.77,30.41,7.36,8.56,0.67,0.82,-0.09,0.11,12.29,0.98,,,,0.08,0.92,10.67,0.17,11.4,96673303.29,16.58,2.04,181421189531.46,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,7.87,0.54
330,BCO BRADESCO S.A.,BBDC4,18.4,9.03,1.11,10.5,0.09,9.77,30.41,7.36,8.56,0.77,0.95,-0.1,0.11,12.29,0.98,,,,0.08,0.92,10.67,0.2,11.4,586994059.29,16.58,2.04,181421189531.46,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,7.37,0.54
554,BBM LOGISTICA S.A.,BBML3,3936.42,-468.78,-445.19,-639.68,154.82,-641.4,-4.08,-17.29,-23.6,110.62,-159.22,-211.74,1.4,-94.97,-33.03,-512.1,,-1.72,-0.35,1.35,0.22,-0.87,18.96,,-8.84,-8.4,160451699191.56,12,1,5,Serviços,Serviços Diversos,Bens Industriais,,
357,BB SEGURIDADE PARTICIPAÇÕES S.A.,BBSE3,35.77,7.95,5.56,7.23,3.5,7.23,,,,,14.36,-6.08,0.0,69.93,44.03,,,,0.63,0.37,2.35,1.4,,189289317.29,6.43,4.5,71540000000.0,59,4,26,Previdência e Seguros,Seguradoras,Financeiro e Outros,11.92,6.21
180,BARDELLA S.A. INDUSTRIAS MECANICAS,BDLL3,9.9,1.05,-0.07,1.4,0.04,16.46,17.16,19.16,25.56,0.27,-0.1,-0.07,0.14,-6.83,3.46,23.3,,15.39,-0.51,1.51,0.55,-0.01,-2.75,990.0,-137.84,9.42,12136826.16,8,1,3,Máquinas e Equipamentos,Máq. e Equip. Industriais,Bens Industriais,,
180,BARDELLA S.A. INDUSTRIAS MECANICAS,BDLL4,6.17,0.66,-0.04,0.87,0.02,16.46,17.16,19.16,25.56,0.17,-0.06,-0.04,0.14,-6.83,3.46,23.3,,15.39,-0.51,1.51,0.55,-0.01,-2.75,2744.0,-137.84,9.42,12136826.16,8,1,3,Máquinas e Equipamentos,Máq. e Equip. Industriais,Bens Industriais,,
295,MINERVA S.A.,BEEF3,5.72,-7.02,4.43,1.57,0.13,4.82,17.94,7.08,-1.59,0.11,0.78,-0.34,1.13,-63.09,-1.8,12.71,9.13,3.25,0.03,0.96,1.35,0.0,14.75,65402255.48,1.29,-0.81,5721693674.84,45,3,17,Alimentos Processados,Carnes e Derivados,Consumo não Cíclico,2.88,
326,BANESTES S.A. - BCO EST ESPIRITO SANTO,BEES3,8.03,8.17,1.14,6.4,0.07,6.42,29.87,8.53,6.68,0.55,0.31,-0.09,0.13,13.96,0.87,,,,0.06,0.94,,-0.82,17.11,108084.71,7.04,0.98,2799798046.98,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,8.38,9.69
326,BANESTES S.A. - BCO EST ESPIRITO SANTO,BEES4,8.13,8.27,1.15,6.47,0.07,6.42,29.87,8.53,6.68,0.55,0.31,-0.09,0.13,13.96,0.87,,,,0.06,0.94,,-0.83,17.11,38097.67,7.04,0.98,2799798046.98,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,8.52,9.69
363,BRAZILIAN FINANCE E REAL ESTATE S.A.,BFRE11,0.0,0.0,0.0,0.0,0.0,,100.0,195.96,118.16,0.0,0.0,0.0,0.05,6.82,5.98,,,,0.88,0.1,,0.0,,,309815.9,21126.92,,61,4,28,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,Financeiro e Outros,,6.26
363,BRAZILIAN FINANCE E REAL ESTATE S.A.,BFRE12,0.0,0.0,0.0,0.0,0.0,,100.0,195.96,118.16,0.0,0.0,0.0,0.05,6.82,5.98,,,,0.88,0.1,,0.0,,,309815.9,21126.92,,61,4,28,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,Financeiro e Outros,,6.26
333,BCO ESTADO DE SERGIPE S.A. - BANESE,BGIP3,35.87,5.84,0.89,3.85,0.06,3.73,30.71,11.76,7.75,0.45,9.43,-0.06,0.13,15.25,1.01,,,,0.07,0.93,,-0.57,13.57,11774.63,40.31,6.15,749124146.42,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,11.89,9.63
333,BCO ESTADO DE SERGIPE S.A. - BANESE,BGIP4,33.66,5.48,0.84,3.61,0.06,3.73,30.71,11.76,7.75,0.42,8.85,-0.06,0.13,15.25,1.01,,,,0.07,0.93,,-0.54,13.57,41392.7,40.31,6.15,749124146.42,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,16.46,9.63
216,GRUPO CASAS BAHIA S.A.,BHIA3,3.12,-1.28,0.63,-4.22,0.07,-18.59,30.06,-1.82,-5.98,0.08,-0.51,-0.11,0.85,-49.14,-5.11,-11.4,2.15,-14.38,0.1,0.9,0.76,0.12,1.39,20733343.76,4.96,-2.44,2040100601.76,20,2,8,Comércio,Eletrodomésticos,Consumo Cíclico,,
325,BANCO INTER S.A.,BIDI11,10.4,-238.07,1.08,-91.21,0.23,-91.21,50.04,-13.62,-5.22,12.42,,-0.24,0.02,-0.45,-0.1,,,,0.22,0.78,,0.13,5.8,,9.67,-0.04,8991139764.53,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,,
325,BANCO INTER S.A.,BIDI3,3.4,-233.49,1.06,-89.46,0.23,-91.21,50.04,-13.62,-5.22,12.19,,-0.24,0.02,-0.45,-0.1,,,,0.22,0.78,,0.12,5.8,,3.22,-0.01,8991139764.53,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,,
325,BANCO INTER S.A.,BIDI4,3.41,-234.18,1.06,-89.72,0.23,-91.21,50.04,-13.62,-5.22,12.22,,-0.24,0.02,-0.45,-0.1,,,,0.22,0.78,,0.12,5.8,,3.22,-0.01,8991139764.53,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,,
412,BIOMM S.A.,BIOM3,7.0,-15.53,3.37,-22.15,1.97,-22.78,15.98,-30.34,-43.27,6.72,6.25,-4.23,0.29,-21.71,-12.72,-11.51,0.1,-0.63,0.59,0.41,2.45,0.89,74.06,1001118.38,2.08,-0.45,957890724.0,77,7,36,Comércio e Distribuição,Medicamentos e Outros Produtos,Saúde,,
766,BLAU FARMACÊUTICA S.A.,BLAU3,13.01,7.37,0.99,5.72,0.64,6.29,40.23,23.08,17.89,1.32,1.81,-1.41,0.49,13.47,8.74,7.66,0.1,0.57,0.65,0.36,2.9,0.11,12.41,4794383.9,13.1,1.76,2333915146.39,79,7,38,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,Saúde,7.87,9.59
321,BLUE TECH SOLUTIONS E.Q.I. S,BLUT3,5.14,-5.63,0.46,-6.17,0.14,-4.91,,,,,-0.76,-0.14,0.0,-8.24,-2.45,-6.72,0.12,-1.59,0.3,0.7,0.0,0.2,,,11.09,-0.91,14115600.06,53,4,23,Holdings Diversificadas,Holdings Diversificadas,Financeiro e Outros,,
321,BLUE TECH SOLUTIONS E.Q.I. S,BLUT4,1.52,-1.66,0.14,-1.82,0.04,-4.91,,,,,-0.22,-0.04,0.0,-8.24,-2.45,-6.72,0.12,-1.59,0.3,0.7,0.0,0.06,,,11.09,-0.91,14115600.06,53,4,23,Holdings Diversificadas,Holdings Diversificadas,Financeiro e Outros,,
338,BCO MERCANTIL DO BRASIL S.A.,BMEB3,69.28,11.69,3.22,11.97,0.23,12.56,45.51,8.04,8.24,0.96,1.25,-0.28,0.24,27.54,1.97,,,,0.07,0.93,,-1.52,21.54,82197.71,21.53,5.93,7621004661.48,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,0.03,41.2
338,BCO MERCANTIL DO BRASIL S.A.,BMEB4,78.31,13.21,3.64,13.53,0.26,12.56,45.51,8.04,8.24,1.09,1.41,-0.32,0.24,27.54,1.97,,,,0.07,0.93,,-1.72,21.54,2503371.62,21.53,5.93,7621004661.48,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,0.03,41.2
553,BANCO BMG S.A.,BMGB4,4.88,7.38,0.64,11.43,0.06,11.43,39.56,2.79,4.32,0.32,-0.15,-0.06,0.19,8.62,0.82,,,,0.1,0.9,0.02,1.02,20.01,3648025.52,7.67,0.66,2923550874.72,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,11.21,0.44
337,BCO MERCANTIL DE INVESTIMENTOS S.A.,BMIN3,22.99,13.78,0.77,7.04,0.17,6.85,14.65,25.0,12.76,1.76,35.98,-0.17,0.1,5.57,1.23,,,,0.22,0.78,,-5.95,24.69,2299.0,29.92,1.67,107962950.26,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,1.54,29.3
337,BCO MERCANTIL DE INVESTIMENTOS S.A.,BMIN4,18.81,11.28,0.63,5.76,0.14,6.85,14.65,25.0,12.76,1.44,29.44,-0.14,0.1,5.57,1.23,,,,0.22,0.78,,-4.86,24.69,12234.85,29.92,1.67,107962950.26,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,7.44,29.3
